Ice Nucleation Version;1.4.11.87;;;;;;;;
;;;;;;;;;
Sample:;;;;;;;;;
Label;Calibration_16;;;;;;;;
Operator;MRJ;;;;;;;;
Date;2021_08_09_15-02;;;;;;;;
PCR type;24x16;;;;;;;;
;;;;;;;;;
Sample volume [µL];1,00;;;;;;;;
Temperature Gradient [°C/min];1,00;;;;;;;;
Target Temperature [°C] ;-25,00;;;;;;;;
Starting Temp [°C];-17,375408;;;;;;;;
Ending Temp [°C];-17,349057;;;;;;;;
Test Duration [mm:ss];05:18;;;;;;;;
;;;;;;;;;
PID setup:;;;;;;;;;
Proportional Gain;1,000000;;;;;;;;
Integral time (min);0,010000;;;;;;;;
Derivative time (min);0,000000;;;;;;;;
;;;;;;;;;
Calibration Values:;;;;;;;;;
B0_100;3711,100000;3714,000000;3708,300000;3712,400000;3976,000000;3976,000000;3976,000000;3976,000000;
R25;2,321600;2,322300;2,317800;2,321200;2,252000;2,252000;2,252000;2,252000;
R_S;10,000000;;;;;;;;
;;;;;;;;;
Notes:;;;;;;;;;
Thermistor 1,2,3,4 inserted into calibrator;;;;;;;;;
Thermistor 8: reference voltage;;;;;;;;;
AMETEK Calibrator;;;;;;;;;
SN: 660141-00935;;;;;;;;;
