Ice Nucleation Version;1.4.10.27;;;;;;;;
;;;;;;;;;
Sample:;;;;;;;;;
Label;Calibration_5;;;;;;;;
Operator;MRJ;;;;;;;;
Date;2021_07_22_14-49;;;;;;;;
PCR type;24x16;;;;;;;;
;;;;;;;;;
Sample volume [µL];1,00;;;;;;;;
Temperature Gradient [°C/min];1,00;;;;;;;;
Target Temperature [°C] ;-20,00;;;;;;;;
Starting Temp [°C];0,129199;;;;;;;;
Ending Temp [°C];0,187474;;;;;;;;
Test Duration [mm:ss];09:48;;;;;;;;
;;;;;;;;;
PID setup:;;;;;;;;;
Proportional Gain;1,000000;;;;;;;;
Integral time (min);0,010000;;;;;;;;
Derivative time (min);0,000000;;;;;;;;
;;;;;;;;;
Calibration Values:;;;;;;;;;
B0_100;3755,000000;3751,600000;3745,800000;3751,300000;3976,000000;3976,000000;3976,000000;3976,000000;
R25;2,285000;2,290100;2,286500;2,288700;2,252000;2,252000;2,252000;2,252000;
R_S;10,000000;;;;;;;;
;;;;;;;;;
Notes:;;;;;;;;;
Thermistor 1,2,3,4 inserted into calibrator;;;;;;;;;
Thermistor 8: reference voltage;;;;;;;;;
AMETEK Calibrator;;;;;;;;;
SN: 660141-00935;;;;;;;;;
